ACCOM_NAME,IMG_PATH,TOTAL_REVIEWS
래디슨 블루 세부 (Radisson Blu Cebu),https://pix8.agoda.net/hotelImages/241405/0/15c570657c520855bc3780aa3741f5cd.jpg?ca=0&ce=1&s=1024x768,6677
Sheraton Cebu Mactan Resort,https://pix8.agoda.net/hotelImages/38048994/0/51c26455ccd1c65b81942d5af1a9dcee.jpg?ce=0&s=1024x768,935
bai Hotel,https://pix8.agoda.net/hotelImages/2838309/-1/25e29e1c33ec6103ebe20469041d68c7.jpg?ca=0&ce=1&s=1024x768,8083
세부 화이트샌즈 리조트 앤 스파 (Cebu White Sands Resort and Spa),https://pix8.agoda.net/hotelImages/10521/-1/5d4740fad00e37c011e78b425a3c1c2b.jpg?ca=8&ce=1&s=1024x768,8088
세부 R 호텔 -마볼로 (Cebu R Hotel - Mabolo),https://pix8.agoda.net/hotelImages/781377/-1/39e970b2cd51f8f92bdf9818950d4ccd.jpg?ca=9&ce=1&s=1024x768,4695
얼루어 호텔 앤 스위트 (Allure Hotel & Suites),https://pix8.agoda.net/hotelImages/271/271075/271075_15010911290024388899.jpg?ca=3&ce=1&s=1024x768,1358
시티 가든 호텔 마카티 (City Garden Hotel Makati),https://pix8.agoda.net/hotelImages/45155/-1/ec55b59c086d8052138709119f04eea4.jpg?ce=0&s=1024x768,7340
"세인트 자일스 마카티 - 어 세인트 자일스 호텔, 마닐라 - 다목적 호텔 (St Giles Makati – A St Giles Hotel, Manila)",https://pix8.agoda.net/hotelImages/187/187032/187032_14060416480019701774.jpg?ca=2&ce=1&s=1024x768,12509
아임 호텔 (I'M Hotel),https://pix8.agoda.net/hotelImages/1235585/-1/d3154748363e24fc97e495f2cd20a386.jpg?ca=8&ce=1&s=1024x768,4953
Z 호스텔 (Z Hostel),https://pix8.agoda.net/hotelImages/779/779380/779380_15070915490031972895.jpg?ca=4&ce=1&s=1024x768,899
1898 호텔 콜로니아 엔 라스 필리피나스 (1898 Hotel Colonia En Las Filipinas),https://pix8.agoda.net/hotelImages/5260052/-1/6772753d1878967f4e158074d81a9ca2.jpg?ca=7&ce=1&s=1024x768,1017
시티 가든 그랜드 호텔 (City Garden GRAND Hotel),https://pix8.agoda.net/hotelImages/568286/-1/165eb3b0efe54fe56fe9a8996219939e.jpg?ce=0&s=1024x768,6461
Valero Grand Suites by Swiss-Belhotel,https://pix8.agoda.net/hotelImages/10558089/0/2fd4e1492096a6391761f1e5f7ac59e6.jpg?ca=23&ce=0&s=1024x768,6194
코로 호텔 (Coro Hotel),https://pix8.agoda.net/hotelImages/9359097/-1/f7e463000a7cecbdacaa1a6ab4898a93.jpg?ca=13&ce=1&s=1024x768,3831
Super OYO Capital O 907 Ceo Flats,https://pix8.agoda.net/hotelImages/35758375/-1/05172370502c799f4daeef7564d9d21c.jpg?ce=0&s=1024x768,473
Sunnette Tower Makati,https://pix8.agoda.net/hotelImages/37216319/613500487/06944a2e69396e047bba481815eaeef9.jpg?ce=0&s=1024x768,27
