ATTR_NAME,IMG_PATH,TOTAL_REVIEWS
Wat Phra Singh,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/b3/9e/8b/c360-2018-12-09-16-47.jpg?w=800&h=700&s=1,3579
Wat Phra That Doi Kham (Temple of the Golden Mountain),https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/bf/8c/0b/wat-phra-that-doi-kham.jpg?w=800&h=700&s=1,1549
기빙트리,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/6a/6c/aa/foot-bath-2.jpg?w=800&h=700&s=1,259
Tha Phae Gate,https://dynamic-media-cdn.tripadvisor.com/media/daodao/photo-o/14/62/1b/a9/qyer-1535003641561-largejpg.jpg?w=800&h=700&s=1,1754
Anantara Spa,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/41/db/b8/anantara-spa-spa.jpg?w=800&h=700&s=1,293
Zira Spa,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/df/3e/af/the-garden-inside-building.jpg?w=800&h=700&s=1,1058
Zabb E Lee Thai Cooking School Chiangmai By Anne,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/b3/ff/3c/our-beautiful-kitchen.jpg?w=800&h=700&s=1,2878
Maya Lifestyle Shopping Center,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/b3/6a/62/maya-lifestyle-shopping.jpg?w=800&h=700&s=1,775
Old Chiangmai Cultural Center,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/72/fc/cc/the-show-2.jpg?w=800&h=700&s=1,411
워킹 스트리트 파타야,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/61/42/21/caption.jpg?w=800&h=700&s=1,11110
파타야 비치,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/c1/5d/f9/pattaya-beach.jpg?w=800&h=700&s=1,4668
파타야 수상 시장,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/f5/25/00/photo6jpg.jpg?w=800&h=700&s=1,3598
CentralFestival Pattaya Beach,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/6a/c4/96/caption.jpg?w=800&h=700&s=1,2046
엘리펀트 빌리지 파타야,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/0a/bd/c0/caption.jpg?w=800&h=700&s=1,1245
진리의 성전,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/5c/d3/22/a-unique-creation-standing.jpg?w=800&h=700&s=1,7115
Koh Larn,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/a4/7b/40/20151201-101150-largejpg.jpg?w=800&h=700&s=1,4423
Grace Spa,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/8a/21/c8/reception-1.jpg?w=800&h=700&s=1,203
좀티엔 비치,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/03/df/ad/caption.jpg?w=800&h=700&s=1,3333
빅 부다,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/b8/bb/3f/photo0jpg.jpg?w=800&h=700&s=1,4441
Airport Pattaya Bus,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/3d/33/4b/pattaya-bus-terminal.jpg?w=800&h=700&s=1,612
Beach road,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/04/b5/63/26-april-2016.jpg?w=800&h=700&s=1,2075
파타야 워터 파크,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/39/ee/63/north-view.jpg?w=800&h=700&s=1,329
